Area,Year,Deaths
"Salt Lake City, UT",2014,148
"Tucson, AZ",2014,160
Pacific,2014,2419
"Berkeley, CA",2014,16
"Fresno, CA",2014,144
"Glendale, CA",2014,30
"Honolulu, HI",2014,65
"Long Beach, CA",2014,56
"Los Angeles, CA",2014,1018
"Pasadena, CA",2014,28
"Portland, OR",2014,107
"Sacramento, CA",2014,200
"San Diego, CA",2014,167
"San Francisco, CA",2014,103
"San Jose, CA",2014,202
"Santa Cruz, CA",2014,25
"Seattle, WA",2014,97
"Spokane, WA",2014,46
"Tacoma, WA",2014,115
Totalå¦,2014,12064
New England,2014,430
"Boston, MA",2014,61
"Bridgeport, CT",2014,34
"Cambridge, MA",2014,16
"Fall River, MA",2014,19
"Hartford, CT",2014,45
"Lowell, MA",2014,16
"Lynn, MA",2014,2
"New Bedford, MA",2014,22
"New Haven, CT",2014,35
"Providence, RI",2014,67
"Somerville, MA",2014,
"Springfield, MA",2014,15
"Waterbury, CT",2014,45
"Worcester, MA",2014,53
Mid. Atlantic,2014,1739
"Albany, NY",2014,54
"Allentown, PA",2014,34
"Buffalo, NY",2014,59
"Camden, NJ",2014,29
"Elizabeth, NJ",2014,13
"Erie, PA",2014,50
"Jersey City, NJ",2014,16
"New York City, NY",2014,1011
"Newark, NJ",2014,13
"Paterson, NJ",2014,11
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,70
"Reading, PA",2014,41
"Rochester, NY",2014,155
"Schenectady, NY",2014,23
"Scranton, PA",2014,27
"Syracuse, NY",2014,77
"Trenton, NJ",2014,22
"Utica, NY",2014,19
"Yonkers, NY",2014,15
E.N. Central,2014,1870
"Akron, OH",2014,48
"Canton, OH",2014,33
"Chicago, IL",2014,287
"Cincinnati, OH",2014,61
"Cleveland, OH",2014,265
"Columbus, OH",2014,208
"Dayton, OH",2014,133
"Detroit, MI",2014,
"Evansville, IN",2014,47
"Fort Wayne, IN",2014,69
"Gary, IN",2014,12
"Grand Rapids, MI",2014,70
"Indianapolis, IN",2014,171
"Lansing, MI",2014,51
"Milwaukee, WI",2014,66
"Peoria, IL",2014,71
"Rockford, IL",2014,65
"South Bend, IN",2014,55
"Toledo, OH",2014,103
"Youngstown, OH",2014,55
W.N. Central,2014,757
"Des Moines, IA",2014,
"Duluth, MN",2014,22
"Kansas City, KS",2014,38
"Kansas City, MO",2014,164
"Lincoln, NC",2014,40
"Minneapolis, MN",2014,67
"Omaha, NE",2014,113
"St. Louis, MO",2014,145
"St. Paul, MN",2014,77
"Wichita, KS",2014,91
S. Atlantic,2014,1037
"Atlanta, GA",2014,139
"Baltimore, MD",2014,145
"Charlotte, NC",2014,140
"Jacksonville, FL",2014,148
"Miami, FL",2014,49
"Norfolk, VA",2014,53
"Richmond, VA",2014,65
"Savannah, GA",2014,51
"St. Petersburg, FL",2014,51
"Tampa, FL",2014,125
"Washington, D.C.",2014,67
"Wilmington, DE",2014,4
E.S. Central,2014,1004
"Birmingham, AL",2014,222
"Chattanooga, TN",2014,98
"Knoxville, TN",2014,106
"Lexington, KY",2014,92
"Memphis, TN",2014,199
"Mobile, AL",2014,92
"Montgomery, AL",2014,42
"Nashville, TN",2014,153
W.S. Central,2014,1566
"Austin, TX",2014,91
"Baton Rouge, LA",2014,96
"Corpus Christi, TX",2014,65
"Dallas, TX",2014,225
"El Paso, TX",2014,127
"Fort Worth, TX",2014,
"Houston, TX",2014,405
"Little Rock, AR",2014,61
"New Orleans, LA",2014,39
"San Antonio, TX",2014,275
"Shreveport, LA",2014,44
"Tulsa, OK",2014,138
Mountain,2014,1231
"Albuquerque, NM",2014,113
"Boise, ID",2014,72
"Colorado Springs, CO",2014,76
"Denver, CO",2014,87
"Las Vegas, NV",2014,333
"Ogden, UT",2014,33
"Phoenix, AZ",2014,159
"Pueblo, CO",2014,28
"Salt Lake City, UT",2014,151
"Tucson, AZ",2014,179
Pacific,2014,1661
"Berkeley, CA",2014,13
"Fresno, CA",2014,118
"Glendale, CA",2014,27
"Honolulu, HI",2014,68
"Long Beach, CA",2014,59
"Los Angeles, CA",2014,240
"Pasadena, CA",2014,31
"Portland, OR",2014,131
"Sacramento, CA",2014,207
"San Diego, CA",2014,143
"San Francisco, CA",2014,110
"San Jose, CA",2014,181
"Santa Cruz, CA",2014,28
"Seattle, WA",2014,110
"Spokane, WA",2014,63
"Tacoma, WA",2014,132
Totalå¦,2014,11295
New England,2014,574
"Boston, MA",2014,143
"Bridgeport, CT",2014,31
"Cambridge, MA",2014,19
"Fall River, MA",2014,24
"Hartford, CT",2014,56
"Lowell, MA",2014,25
"Lynn, MA",2014,4
"New Bedford, MA",2014,24
"New Haven, CT",2014,35
"Providence, RI",2014,73
"Somerville, MA",2014,3
"Springfield, MA",2014,26
"Waterbury, CT",2014,31
"Worcester, MA",2014,80
Mid. Atlantic,2014,1843
"Albany, NY",2014,50
"Allentown, PA",2014,25
"Buffalo, NY",2014,105
"Camden, NJ",2014,33
"Elizabeth, NJ",2014,15
"Erie, PA",2014,40
"Jersey City, NJ",2014,20
"New York City, NY",2014,1056
"Newark, NJ",2014,36
"Paterson, NJ",2014,17
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,55
"Reading, PA",2014,31
"Rochester, NY",2014,153
"Schenectady, NY",2014,22
"Scranton, PA",2014,36
"Syracuse, NY",2014,99
"Trenton, NJ",2014,14
"Utica, NY",2014,17
"Yonkers, NY",2014,19
E.N. Central,2014,1913
"Akron, OH",2014,47
"Canton, OH",2014,27
"Chicago, IL",2014,262
"Cincinnati, OH",2014,83
"Cleveland, OH",2014,248
"Columbus, OH",2014,238
"Dayton, OH",2014,131
"Detroit, MI",2014,
"Evansville, IN",2014,66
"Fort Wayne, IN",2014,69
"Gary, IN",2014,15
"Grand Rapids, MI",2014,52
"Indianapolis, IN",2014,213
"Lansing, MI",2014,60
"Milwaukee, WI",2014,97
"Peoria, IL",2014,46
"Rockford, IL",2014,45
"South Bend, IN",2014,46
"Toledo, OH",2014,105
"Youngstown, OH",2014,63
W.N. Central,2014,547
"Des Moines, IA",2014,
"Duluth, MN",2014,25
"Kansas City, KS",2014,19
"Kansas City, MO",2014,114
"Lincoln, NC",2014,40
"Minneapolis, MN",2014,74
"Omaha, NE",2014,68
"St. Louis, MO",2014,44
"St. Paul, MN",2014,56
"Wichita, KS",2014,107
S. Atlantic,2014,1082
"Atlanta, GA",2014,141
"Baltimore, MD",2014,95
"Charlotte, NC",2014,141
"Jacksonville, FL",2014,159
"Miami, FL",2014,72
"Norfolk, VA",2014,43
"Richmond, VA",2014,42
"Savannah, GA",2014,75
"St. Petersburg, FL",2014,57
"Tampa, FL",2014,121
"Washington, D.C.",2014,120
"Wilmington, DE",2014,16
E.S. Central,2014,828
"Birmingham, AL",2014,145
"Chattanooga, TN",2014,72
"Knoxville, TN",2014,114
"Lexington, KY",2014,71
"Memphis, TN",2014,159
"Mobile, AL",2014,92
"Montgomery, AL",2014,52
"Nashville, TN",2014,123
W.S. Central,2014,1567
"Austin, TX",2014,91
"Baton Rouge, LA",2014,115
"Corpus Christi, TX",2014,66
"Dallas, TX",2014,223
"El Paso, TX",2014,87
"Fort Worth, TX",2014,
"Houston, TX",2014,359
"Little Rock, AR",2014,75
"New Orleans, LA",2014,80
"San Antonio, TX",2014,282
"Shreveport, LA",2014,61
"Tulsa, OK",2014,128
Mountain,2014,1172
"Albuquerque, NM",2014,104
"Boise, ID",2014,46
"Colorado Springs, CO",2014,92
"Denver, CO",2014,85
"Las Vegas, NV",2014,304
"Ogden, UT",2014,32
"Phoenix, AZ",2014,170
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,145
"Tucson, AZ",2014,165
Pacific,2014,1626
"Berkeley, CA",2014,12
"Fresno, CA",2014,133
"Glendale, CA",2014,24
"Honolulu, HI",2014,51
"Long Beach, CA",2014,57
"Los Angeles, CA",2014,243
"Pasadena, CA",2014,30
"Portland, OR",2014,111
"Sacramento, CA",2014,212
"San Diego, CA",2014,151
"San Francisco, CA",2014,97
"San Jose, CA",2014,183
"Santa Cruz, CA",2014,36
"Seattle, WA",2014,98
"Spokane, WA",2014,71
"Tacoma, WA",2014,117
Totalå¦,2014,11152
New England,2014,546
"Boston, MA",2014,128
"Bridgeport, CT",2014,25
"Cambridge, MA",2014,15
"Fall River, MA",2014,21
"Hartford, CT",2014,48
"Lowell, MA",2014,18
"Lynn, MA",2014,4
"New Bedford, MA",2014,29
"New Haven, CT",2014,36
"Providence, RI",2014,90
"Somerville, MA",2014,2
"Springfield, MA",2014,31
"Waterbury, CT",2014,34
"Worcester, MA",2014,65
Mid. Atlantic,2014,1751
"Albany, NY",2014,55
"Allentown, PA",2014,34
"Buffalo, NY",2014,35
"Camden, NJ",2014,26
"Elizabeth, NJ",2014,17
"Erie, PA",2014,65
"Jersey City, NJ",2014,10
"New York City, NY",2014,1066
"Newark, NJ",2014,34
"Paterson, NJ",2014,12
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,36
"Reading, PA",2014,36
"Rochester, NY",2014,177
"Schenectady, NY",2014,21
"Scranton, PA",2014,20
"Syracuse, NY",2014,49
"Trenton, NJ",2014,17
"Utica, NY",2014,21
"Yonkers, NY",2014,20
E.N. Central,2014,2101
"Akron, OH",2014,49
"Canton, OH",2014,25
"Chicago, IL",2014,241
"Cincinnati, OH",2014,82
"Cleveland, OH",2014,281
"Columbus, OH",2014,255
"Dayton, OH",2014,141
"Detroit, MI",2014,174
"Evansville, IN",2014,43
"Fort Wayne, IN",2014,67
"Gary, IN",2014,4
"Grand Rapids, MI",2014,71
"Indianapolis, IN",2014,186
"Lansing, MI",2014,64
"Milwaukee, WI",2014,45
"Peoria, IL",2014,72
"Rockford, IL",2014,67
"South Bend, IN",2014,53
"Toledo, OH",2014,115
"Youngstown, OH",2014,66
W.N. Central,2014,686
"Des Moines, IA",2014,
"Duluth, MN",2014,42
"Kansas City, KS",2014,30
"Kansas City, MO",2014,84
"Lincoln, NC",2014,69
"Minneapolis, MN",2014,68
"Omaha, NE",2014,117
"St. Louis, MO",2014,132
"St. Paul, MN",2014,65
"Wichita, KS",2014,79
S. Atlantic,2014,1130
"Atlanta, GA",2014,153
"Baltimore, MD",2014,169
"Charlotte, NC",2014,125
"Jacksonville, FL",2014,165
"Miami, FL",2014,46
"Norfolk, VA",2014,46
"Richmond, VA",2014,46
"Savannah, GA",2014,51
"St. Petersburg, FL",2014,71
"Tampa, FL",2014,134
"Washington, D.C.",2014,113
"Wilmington, DE",2014,11
E.S. Central,2014,960
"Birmingham, AL",2014,210
"Chattanooga, TN",2014,99
"Knoxville, TN",2014,133
"Lexington, KY",2014,73
"Memphis, TN",2014,146
"Mobile, AL",2014,60
"Montgomery, AL",2014,67
"Nashville, TN",2014,172
W.S. Central,2014,1581
"Austin, TX",2014,107
"Baton Rouge, LA",2014,81
"Corpus Christi, TX",2014,56
"Dallas, TX",2014,194
"El Paso, TX",2014,111
"Fort Worth, TX",2014,
"Houston, TX",2014,387
"Little Rock, AR",2014,137
"New Orleans, LA",2014,53
"San Antonio, TX",2014,241
"Shreveport, LA",2014,78
"Tulsa, OK",2014,136
Mountain,2014,1241
"Albuquerque, NM",2014,141
"Boise, ID",2014,82
"Colorado Springs, CO",2014,82
"Denver, CO",2014,96
"Las Vegas, NV",2014,272
"Ogden, UT",2014,33
"Phoenix, AZ",2014,180
"Pueblo, CO",2014,48
"Salt Lake City, UT",2014,167
"Tucson, AZ",2014,140
Pacific,2014,1886
"Berkeley, CA",2014,
"Fresno, CA",2014,144
"Glendale, CA",2014,40
"Honolulu, HI",2014,75
"Long Beach, CA",2014,55
"Los Angeles, CA",2014,272
"Pasadena, CA",2014,31
"Portland, OR",2014,137
"Sacramento, CA",2014,241
"San Diego, CA",2014,175
"San Francisco, CA",2014,125
"San Jose, CA",2014,220
"Santa Cruz, CA",2014,33
"Seattle, WA",2014,137
"Spokane, WA",2014,79
"Tacoma, WA",2014,122
Totalå¦,2014,11882
New England,2014,397
"Boston, MA",2014,119
"Bridgeport, CT",2014,17
"Cambridge, MA",2014,16
"Fall River, MA",2014,12
"Hartford, CT",2014,28
"Lowell, MA",2014,13
"Lynn, MA",2014,12
"New Bedford, MA",2014,13
"New Haven, CT",2014,30
"Providence, RI",2014,38
"Somerville, MA",2014,2
"Springfield, MA",2014,25
"Waterbury, CT",2014,21
"Worcester, MA",2014,51
Mid. Atlantic,2014,1818
"Albany, NY",2014,40
"Allentown, PA",2014,38
"Buffalo, NY",2014,163
"Camden, NJ",2014,35
"Elizabeth, NJ",2014,6
"Erie, PA",2014,44
"Jersey City, NJ",2014,
"New York City, NY",2014,1118
"Newark, NJ",2014,43
"Paterson, NJ",2014,
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,32
"Reading, PA",2014,26
"Rochester, NY",2014,108
"Schenectady, NY",2014,15
"Scranton, PA",2014,19
"Syracuse, NY",2014,78
"Trenton, NJ",2014,15
"Utica, NY",2014,22
"Yonkers, NY",2014,16
E.N. Central,2014,1734
"Akron, OH",2014,38
"Canton, OH",2014,22
"Chicago, IL",2014,278
"Cincinnati, OH",2014,74
"Cleveland, OH",2014,230
"Columbus, OH",2014,192
"Dayton, OH",2014,79
"Detroit, MI",2014,94
"Evansville, IN",2014,37
"Fort Wayne, IN",2014,77
"Gary, IN",2014,15
"Grand Rapids, MI",2014,66
"Indianapolis, IN",2014,159
"Lansing, MI",2014,25
"Milwaukee, WI",2014,63
"Peoria, IL",2014,50
"Rockford, IL",2014,42
"South Bend, IN",2014,45
"Toledo, OH",2014,97
"Youngstown, OH",2014,51
W.N. Central,2014,443
"Des Moines, IA",2014,
"Duluth, MN",2014,17
"Kansas City, KS",2014,35
"Kansas City, MO",2014,76
"Lincoln, NC",2014,30
"Minneapolis, MN",2014,47
"Omaha, NE",2014,56
"St. Louis, MO",2014,65
"St. Paul, MN",2014,44
"Wichita, KS",2014,73
S. Atlantic,2014,654
"Atlanta, GA",2014,93
"Baltimore, MD",2014,131
"Charlotte, NC",2014,113
"Jacksonville, FL",2014,35
"Miami, FL",2014,48
"Norfolk, VA",2014,22
"Richmond, VA",2014,63
"Savannah, GA",2014,31
"St. Petersburg, FL",2014,11
"Tampa, FL",2014,27
"Washington, D.C.",2014,72
"Wilmington, DE",2014,8
E.S. Central,2014,616
"Birmingham, AL",2014,97
"Chattanooga, TN",2014,71
"Knoxville, TN",2014,106
"Lexington, KY",2014,62
"Memphis, TN",2014,109
"Mobile, AL",2014,42
"Montgomery, AL",2014,32
"Nashville, TN",2014,97
W.S. Central,2014,1088
"Austin, TX",2014,71
"Baton Rouge, LA",2014,71
"Corpus Christi, TX",2014,28
"Dallas, TX",2014,132
"El Paso, TX",2014,109
"Fort Worth, TX",2014,
"Houston, TX",2014,258
"Little Rock, AR",2014,56
"New Orleans, LA",2014,47
"San Antonio, TX",2014,179
"Shreveport, LA",2014,29
"Tulsa, OK",2014,108
Mountain,2014,950
"Albuquerque, NM",2014,92
"Boise, ID",2014,52
"Colorado Springs, CO",2014,70
"Denver, CO",2014,61
"Las Vegas, NV",2014,256
"Ogden, UT",2014,19
"Phoenix, AZ",2014,136
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,109
"Tucson, AZ",2014,126
Pacific,2014,1311
"Berkeley, CA",2014,14
"Fresno, CA",2014,148
"Glendale, CA",2014,23
"Honolulu, HI",2014,62
"Long Beach, CA",2014,46
"Los Angeles, CA",2014,161
"Pasadena, CA",2014,20
"Portland, OR",2014,109
"Sacramento, CA",2014,156
"San Diego, CA",2014,100
"San Francisco, CA",2014,71
"San Jose, CA",2014,168
"Santa Cruz, CA",2014,23
"Seattle, WA",2014,61
"Spokane, WA",2014,43
"Tacoma, WA",2014,106
Totalå¦,2014,9011
New England,2014,656
"Boston, MA",2014,146
"Bridgeport, CT",2014,38
"Cambridge, MA",2014,19
"Fall River, MA",2014,32
"Hartford, CT",2014,59
"Lowell, MA",2014,40
"Lynn, MA",2014,10
"New Bedford, MA",2014,38
"New Haven, CT",2014,39
"Providence, RI",2014,84
"Somerville, MA",2014,4
"Springfield, MA",2014,40
"Waterbury, CT",2014,29
"Worcester, MA",2014,78
Mid. Atlantic,2014,1844
"Albany, NY",2014,58
"Allentown, PA",2014,31
"Buffalo, NY",2014,101
"Camden, NJ",2014,25
"Elizabeth, NJ",2014,15
"Erie, PA",2014,79
"Jersey City, NJ",2014,18
"New York City, NY",2014,925
"Newark, NJ",2014,49
"Paterson, NJ",2014,23
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,62
"Reading, PA",2014,43
"Rochester, NY",2014,202
"Schenectady, NY",2014,30
"Scranton, PA",2014,38
"Syracuse, NY",2014,82
"Trenton, NJ",2014,23
"Utica, NY",2014,15
"Yonkers, NY",2014,25
E.N. Central,2014,2246
"Akron, OH",2014,50
"Canton, OH",2014,43
"Chicago, IL",2014,243
"Cincinnati, OH",2014,101
"Cleveland, OH",2014,277
"Columbus, OH",2014,236
"Dayton, OH",2014,165
"Detroit, MI",2014,201
"Evansville, IN",2014,44
"Fort Wayne, IN",2014,83
"Gary, IN",2014,11
"Grand Rapids, MI",2014,37
"Indianapolis, IN",2014,215
"Lansing, MI",2014,75
"Milwaukee, WI",2014,100
"Peoria, IL",2014,56
"Rockford, IL",2014,78
"South Bend, IN",2014,73
"Toledo, OH",2014,67
"Youngstown, OH",2014,91
W.N. Central,2014,770
"Des Moines, IA",2014,
"Duluth, MN",2014,39
"Kansas City, KS",2014,32
"Kansas City, MO",2014,138
"Lincoln, NC",2014,62
"Minneapolis, MN",2014,78
"Omaha, NE",2014,116
"St. Louis, MO",2014,112
"St. Paul, MN",2014,74
"Wichita, KS",2014,119
S. Atlantic,2014,1237
"Atlanta, GA",2014,169
"Baltimore, MD",2014,151
"Charlotte, NC",2014,147
"Jacksonville, FL",2014,184
"Miami, FL",2014,60
"Norfolk, VA",2014,51
"Richmond, VA",2014,60
"Savannah, GA",2014,80
"St. Petersburg, FL",2014,68
"Tampa, FL",2014,137
"Washington, D.C.",2014,118
"Wilmington, DE",2014,12
E.S. Central,2014,1056
"Birmingham, AL",2014,188
"Chattanooga, TN",2014,119
"Knoxville, TN",2014,114
"Lexington, KY",2014,94
"Memphis, TN",2014,183
"Mobile, AL",2014,96
"Montgomery, AL",2014,59
"Nashville, TN",2014,203
W.S. Central,2014,1905
"Austin, TX",2014,117
"Baton Rouge, LA",2014,128
"Corpus Christi, TX",2014,79
"Dallas, TX",2014,282
"El Paso, TX",2014,118
"Fort Worth, TX",2014,
"Houston, TX",2014,414
"Little Rock, AR",2014,81
"New Orleans, LA",2014,94
"San Antonio, TX",2014,351
"Shreveport, LA",2014,93
"Tulsa, OK",2014,148
Mountain,2014,1467
"Albuquerque, NM",2014,168
"Boise, ID",2014,68
"Colorado Springs, CO",2014,100
"Denver, CO",2014,68
"Las Vegas, NV",2014,351
"Ogden, UT",2014,56
"Phoenix, AZ",2014,216
"Pueblo, CO",2014,42
"Salt Lake City, UT",2014,166
"Tucson, AZ",2014,232
Pacific,2014,2080
"Berkeley, CA",2014,12
"Fresno, CA",2014,182
"Glendale, CA",2014,35
"Honolulu, HI",2014,92
"Long Beach, CA",2014,77
"Los Angeles, CA",2014,307
"Pasadena, CA",2014,39
"Portland, OR",2014,107
"Sacramento, CA",2014,246
"San Diego, CA",2014,198
"San Francisco, CA",2014,135
"San Jose, CA",2014,238
"Santa Cruz, CA",2014,43
"Seattle, WA",2014,137
"Spokane, WA",2014,88
"Tacoma, WA",2014,144
Totalå¦,2014,13261
New England,2014,573
"Boston, MA",2014,141
"Bridgeport, CT",2014,27
"Cambridge, MA",2014,21
"Fall River, MA",2014,31
"Hartford, CT",2014,54
"Lowell, MA",2014,27
"Lynn, MA",2014,3
"New Bedford, MA",2014,30
"New Haven, CT",2014,31
"Providence, RI",2014,68
"Somerville, MA",2014,2
"Springfield, MA",2014,35
"Waterbury, CT",2014,29
"Worcester, MA",2014,74
Mid. Atlantic,2014,1876
"Albany, NY",2014,47
"Allentown, PA",2014,32
"Buffalo, NY",2014,97
"Camden, NJ",2014,16
"Elizabeth, NJ",2014,17
"Erie, PA",2014,55
"Jersey City, NJ",2014,15
"New York City, NY",2014,1089
"Newark, NJ",2014,28
"Paterson, NJ",2014,23
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,40
"Reading, PA",2014,44
"Rochester, NY",2014,137
"Schenectady, NY",2014,25
"Scranton, PA",2014,17
"Syracuse, NY",2014,141
"Trenton, NJ",2014,19
"Utica, NY",2014,17
"Yonkers, NY",2014,17
E.N. Central,2014,2294
"Akron, OH",2014,52
"Canton, OH",2014,35
"Chicago, IL",2014,275
"Cincinnati, OH",2014,84
"Cleveland, OH",2014,302
"Columbus, OH",2014,258
"Dayton, OH",2014,136
"Detroit, MI",2014,168
"Evansville, IN",2014,48
"Fort Wayne, IN",2014,105
"Gary, IN",2014,16
"Grand Rapids, MI",2014,72
"Indianapolis, IN",2014,197
"Lansing, MI",2014,57
"Milwaukee, WI",2014,100
"Peoria, IL",2014,63
"Rockford, IL",2014,74
"South Bend, IN",2014,85
"Toledo, OH",2014,96
"Youngstown, OH",2014,71
W.N. Central,2014,663
"Des Moines, IA",2014,
"Duluth, MN",2014,24
"Kansas City, KS",2014,49
"Kansas City, MO",2014,89
"Lincoln, NC",2014,52
"Minneapolis, MN",2014,68
"Omaha, NE",2014,111
"St. Louis, MO",2014,86
"St. Paul, MN",2014,54
"Wichita, KS",2014,130
S. Atlantic,2014,1133
"Atlanta, GA",2014,102
"Baltimore, MD",2014,139
"Charlotte, NC",2014,161
"Jacksonville, FL",2014,148
"Miami, FL",2014,71
"Norfolk, VA",2014,54
"Richmond, VA",2014,62
"Savannah, GA",2014,52
"St. Petersburg, FL",2014,94
"Tampa, FL",2014,134
"Washington, D.C.",2014,101
"Wilmington, DE",2014,15
E.S. Central,2014,1059
"Birmingham, AL",2014,178
"Chattanooga, TN",2014,97
"Knoxville, TN",2014,148
"Lexington, KY",2014,66
"Memphis, TN",2014,224
"Mobile, AL",2014,91
"Montgomery, AL",2014,59
"Nashville, TN",2014,196
W.S. Central,2014,1505
"Austin, TX",2014,111
"Baton Rouge, LA",2014,112
"Corpus Christi, TX",2014,68
"Dallas, TX",2014,223
"El Paso, TX",2014,87
"Fort Worth, TX",2014,
"Houston, TX",2014,250
"Little Rock, AR",2014,71
"New Orleans, LA",2014,68
"San Antonio, TX",2014,331
"Shreveport, LA",2014,53
"Tulsa, OK",2014,131
Mountain,2014,1339
"Albuquerque, NM",2014,140
"Boise, ID",2014,79
"Colorado Springs, CO",2014,88
"Denver, CO",2014,94
"Las Vegas, NV",2014,347
"Ogden, UT",2014,42
"Phoenix, AZ",2014,205
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,157
"Tucson, AZ",2014,158
Pacific,2014,1904
"Berkeley, CA",2014,9
"Fresno, CA",2014,133
"Glendale, CA",2014,31
"Honolulu, HI",2014,90
"Long Beach, CA",2014,87
"Los Angeles, CA",2014,267
"Pasadena, CA",2014,31
"Portland, OR",2014,139
"Sacramento, CA",2014,223
"San Diego, CA",2014,160
"San Francisco, CA",2014,134
"San Jose, CA",2014,217
"Santa Cruz, CA",2014,36
"Seattle, WA",2014,133
"Spokane, WA",2014,73
"Tacoma, WA",2014,141
Totalå¦,2014,12346
New England,2014,627
"Boston, MA",2014,148
"Bridgeport, CT",2014,30
"Cambridge, MA",2014,17
"Fall River, MA",2014,27
"Hartford, CT",2014,60
"Lowell, MA",2014,40
"Lynn, MA",2014,8
"New Bedford, MA",2014,28
"New Haven, CT",2014,42
"Providence, RI",2014,68
"Somerville, MA",2014,6
"Springfield, MA",2014,52
"Waterbury, CT",2014,25
"Worcester, MA",2014,76
Mid. Atlantic,2014,1791
"Albany, NY",2014,51
"Allentown, PA",2014,39
"Buffalo, NY",2014,86
"Camden, NJ",2014,19
"Elizabeth, NJ",2014,18
"Erie, PA",2014,51
"Jersey City, NJ",2014,22
"New York City, NY",2014,1063
"Newark, NJ",2014,34
"Paterson, NJ",2014,18
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,43
"Reading, PA",2014,40
"Rochester, NY",2014,140
"Schenectady, NY",2014,33
"Scranton, PA",2014,22
"Syracuse, NY",2014,55
"Trenton, NJ",2014,27
"Utica, NY",2014,13
"Yonkers, NY",2014,17
E.N. Central,2014,2112
"Akron, OH",2014,67
"Canton, OH",2014,32
"Chicago, IL",2014,
"Cincinnati, OH",2014,97
"Cleveland, OH",2014,284
"Columbus, OH",2014,273
"Dayton, OH",2014,154
"Detroit, MI",2014,189
"Evansville, IN",2014,44
"Fort Wayne, IN",2014,99
"Gary, IN",2014,6
"Grand Rapids, MI",2014,93
"Indianapolis, IN",2014,241
"Lansing, MI",2014,46
"Milwaukee, WI",2014,84
"Peoria, IL",2014,66
"Rockford, IL",2014,76
"South Bend, IN",2014,70
"Toledo, OH",2014,107
"Youngstown, OH",2014,84
W.N. Central,2014,629
"Des Moines, IA",2014,
"Duluth, MN",2014,42
"Kansas City, KS",2014,20
"Kansas City, MO",2014,101
"Lincoln, NC",2014,43
"Minneapolis, MN",2014,81
"Omaha, NE",2014,106
"St. Louis, MO",2014,82
"St. Paul, MN",2014,75
"Wichita, KS",2014,79
S. Atlantic,2014,1267
"Atlanta, GA",2014,215
"Baltimore, MD",2014,184
"Charlotte, NC",2014,142
"Jacksonville, FL",2014,161
"Miami, FL",2014,41
"Norfolk, VA",2014,51
"Richmond, VA",2014,55
"Savannah, GA",2014,86
"St. Petersburg, FL",2014,77
"Tampa, FL",2014,142
"Washington, D.C.",2014,96
"Wilmington, DE",2014,17
E.S. Central,2014,1129
"Birmingham, AL",2014,189
"Chattanooga, TN",2014,115
"Knoxville, TN",2014,148
"Lexington, KY",2014,84
"Memphis, TN",2014,231
"Mobile, AL",2014,98
"Montgomery, AL",2014,57
"Nashville, TN",2014,207
W.S. Central,2014,1798
"Austin, TX",2014,129
"Baton Rouge, LA",2014,124
"Corpus Christi, TX",2014,66
"Dallas, TX",2014,242
"El Paso, TX",2014,143
"Fort Worth, TX",2014,
"Houston, TX",2014,364
"Little Rock, AR",2014,98
"New Orleans, LA",2014,75
"San Antonio, TX",2014,335
"Shreveport, LA",2014,89
"Tulsa, OK",2014,133
Mountain,2014,1210
"Albuquerque, NM",2014,150
"Boise, ID",2014,60
"Colorado Springs, CO",2014,93
"Denver, CO",2014,111
"Las Vegas, NV",2014,207
"Ogden, UT",2014,46
"Phoenix, AZ",2014,176
"Pueblo, CO",2014,43
"Salt Lake City, UT",2014,169
"Tucson, AZ",2014,155
Pacific,2014,1795
"Berkeley, CA",2014,11
"Fresno, CA",2014,133
"Glendale, CA",2014,27
"Honolulu, HI",2014,75
"Long Beach, CA",2014,67
"Los Angeles, CA",2014,235
"Pasadena, CA",2014,24
"Portland, OR",2014,124
"Sacramento, CA",2014,233
"San Diego, CA",2014,176
"San Francisco, CA",2014,121
"San Jose, CA",2014,217
"Santa Cruz, CA",2014,39
"Seattle, WA",2014,108
"Spokane, WA",2014,81
"Tacoma, WA",2014,124
Totalå¦,2014,12358
New England,2014,395
"Boston, MA",2014,107
"Bridgeport, CT",2014,25
"Cambridge, MA",2014,8
"Fall River, MA",2014,17
"Hartford, CT",2014,27
"Lowell, MA",2014,19
"Lynn, MA",2014,7
"New Bedford, MA",2014,9
"New Haven, CT",2014,
"Providence, RI",2014,62
"Somerville, MA",2014,2
"Springfield, MA",2014,40
"Waterbury, CT",2014,28
"Worcester, MA",2014,44
Mid. Atlantic,2014,1783
"Albany, NY",2014,50
"Allentown, PA",2014,47
"Buffalo, NY",2014,94
"Camden, NJ",2014,13
"Elizabeth, NJ",2014,11
