Area,Year,Deaths
E.S. Central,2014,856
"Birmingham, AL",2014,136
"Chattanooga, TN",2014,80
"Knoxville, TN",2014,124
"Lexington, KY",2014,76
"Memphis, TN",2014,160
"Mobile, AL",2014,86
"Montgomery, AL",2014,39
"Nashville, TN",2014,155
W.S. Central,2014,1555
"Austin, TX",2014,81
"Baton Rouge, LA",2014,81
"Corpus Christi, TX",2014,66
"Dallas, TX",2014,233
"El Paso, TX",2014,91
"Fort Worth, TX",2014,
"Houston, TX",2014,410
"Little Rock, AR",2014,115
"New Orleans, LA",2014,66
"San Antonio, TX",2014,266
"Shreveport, LA",2014,92
"Tulsa, OK",2014,54
Mountain,2014,1215
"Albuquerque, NM",2014,153
"Boise, ID",2014,64
"Colorado Springs, CO",2014,67
"Denver, CO",2014,74
"Las Vegas, NV",2014,305
"Ogden, UT",2014,41
"Phoenix, AZ",2014,182
"Pueblo, CO",2014,35
"Salt Lake City, UT",2014,142
"Tucson, AZ",2014,152
Pacific,2014,1735
"Berkeley, CA",2014,16
"Fresno, CA",2014,116
"Glendale, CA",2014,30
"Honolulu, HI",2014,86
"Long Beach, CA",2014,65
"Los Angeles, CA",2014,271
"Pasadena, CA",2014,23
"Portland, OR",2014,116
"Sacramento, CA",2014,211
"San Diego, CA",2014,171
"San Francisco, CA",2014,123
"San Jose, CA",2014,187
"Santa Cruz, CA",2014,30
"Seattle, WA",2014,126
"Spokane, WA",2014,44
"Tacoma, WA",2014,120
Totalå¦,2014,11915
New England,2014,531
"Boston, MA",2014,150
"Bridgeport, CT",2014,29
"Cambridge, MA",2014,18
"Fall River, MA",2014,22
"Hartford, CT",2014,46
"Lowell, MA",2014,21
"Lynn, MA",2014,7
"New Bedford, MA",2014,23
"New Haven, CT",2014,
"Providence, RI",2014,86
"Somerville, MA",2014,5
"Springfield, MA",2014,32
"Waterbury, CT",2014,23
"Worcester, MA",2014,69
Mid. Atlantic,2014,1891
"Albany, NY",2014,53
"Allentown, PA",2014,28
"Buffalo, NY",2014,87
"Camden, NJ",2014,16
"Elizabeth, NJ",2014,26
"Erie, PA",2014,44
"Jersey City, NJ",2014,17
"New York City, NY",2014,1183
"Newark, NJ",2014,32
"Paterson, NJ",2014,10
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,45
"Reading, PA",2014,24
"Rochester, NY",2014,135
"Schenectady, NY",2014,22
"Scranton, PA",2014,34
"Syracuse, NY",2014,83
"Trenton, NJ",2014,16
"Utica, NY",2014,13
"Yonkers, NY",2014,23
E.N. Central,2014,1956
"Akron, OH",2014,48
"Canton, OH",2014,27
"Chicago, IL",2014,257
"Cincinnati, OH",2014,77
"Cleveland, OH",2014,250
"Columbus, OH",2014,266
"Dayton, OH",2014,131
"Detroit, MI",2014,101
"Evansville, IN",2014,46
"Fort Wayne, IN",2014,81
"Gary, IN",2014,9
"Grand Rapids, MI",2014,59
"Indianapolis, IN",2014,200
"Lansing, MI",2014,42
"Milwaukee, WI",2014,79
"Peoria, IL",2014,47
"Rockford, IL",2014,62
"South Bend, IN",2014,33
"Toledo, OH",2014,89
"Youngstown, OH",2014,52
W.N. Central,2014,726
"Des Moines, IA",2014,106
"Duluth, MN",2014,31
"Kansas City, KS",2014,33
"Kansas City, MO",2014,103
"Lincoln, NC",2014,50
"Minneapolis, MN",2014,65
"Omaha, NE",2014,85
"St. Louis, MO",2014,102
"St. Paul, MN",2014,59
"Wichita, KS",2014,92
S. Atlantic,2014,1005
"Atlanta, GA",2014,116
"Baltimore, MD",2014,130
"Charlotte, NC",2014,117
"Jacksonville, FL",2014,131
"Miami, FL",2014,70
"Norfolk, VA",2014,54
"Richmond, VA",2014,64
"Savannah, GA",2014,58
"St. Petersburg, FL",2014,54
"Tampa, FL",2014,102
"Washington, D.C.",2014,105
"Wilmington, DE",2014,4
E.S. Central,2014,961
"Birmingham, AL",2014,215
"Chattanooga, TN",2014,85
"Knoxville, TN",2014,122
"Lexington, KY",2014,110
"Memphis, TN",2014,134
"Mobile, AL",2014,89
"Montgomery, AL",2014,48
"Nashville, TN",2014,158
W.S. Central,2014,1466
"Austin, TX",2014,75
"Baton Rouge, LA",2014,83
"Corpus Christi, TX",2014,54
"Dallas, TX",2014,220
"El Paso, TX",2014,114
"Fort Worth, TX",2014,
"Houston, TX",2014,389
"Little Rock, AR",2014,74
"New Orleans, LA",2014,71
"San Antonio, TX",2014,292
"Shreveport, LA",2014,61
"Tulsa, OK",2014,33
Mountain,2014,1188
"Albuquerque, NM",2014,120
"Boise, ID",2014,69
"Colorado Springs, CO",2014,85
"Denver, CO",2014,99
"Las Vegas, NV",2014,272
"Ogden, UT",2014,30
"Phoenix, AZ",2014,198
"Pueblo, CO",2014,34
"Salt Lake City, UT",2014,130
"Tucson, AZ",2014,151
Pacific,2014,1642
"Berkeley, CA",2014,15
"Fresno, CA",2014,115
"Glendale, CA",2014,23
"Honolulu, HI",2014,57
"Long Beach, CA",2014,60
"Los Angeles, CA",2014,235
"Pasadena, CA",2014,19
"Portland, OR",2014,132
"Sacramento, CA",2014,236
"San Diego, CA",2014,176
"San Francisco, CA",2014,95
"San Jose, CA",2014,175
"Santa Cruz, CA",2014,31
"Seattle, WA",2014,87
"Spokane, WA",2014,59
"Tacoma, WA",2014,127
Totalå¦,2014,11366
New England,2014,520
"Boston, MA",2014,155
"Bridgeport, CT",2014,31
"Cambridge, MA",2014,13
"Fall River, MA",2014,27
"Hartford, CT",2014,56
"Lowell, MA",2014,23
"Lynn, MA",2014,8
"New Bedford, MA",2014,17
"New Haven, CT",2014,
"Providence, RI",2014,59
"Somerville, MA",2014,2
"Springfield, MA",2014,44
"Waterbury, CT",2014,37
"Worcester, MA",2014,48
Mid. Atlantic,2014,1838
"Albany, NY",2014,50
"Allentown, PA",2014,30
"Buffalo, NY",2014,93
"Camden, NJ",2014,36
"Elizabeth, NJ",2014,17
"Erie, PA",2014,51
"Jersey City, NJ",2014,17
"New York City, NY",2014,1076
"Newark, NJ",2014,48
"Paterson, NJ",2014,18
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,49
"Reading, PA",2014,28
"Rochester, NY",2014,125
"Schenectady, NY",2014,17
"Scranton, PA",2014,41
"Syracuse, NY",2014,79
"Trenton, NJ",2014,31
"Utica, NY",2014,13
"Yonkers, NY",2014,19
E.N. Central,2014,2077
"Akron, OH",2014,50
"Canton, OH",2014,38
"Chicago, IL",2014,245
"Cincinnati, OH",2014,73
"Cleveland, OH",2014,225
"Columbus, OH",2014,196
"Dayton, OH",2014,156
"Detroit, MI",2014,173
"Evansville, IN",2014,61
"Fort Wayne, IN",2014,81
"Gary, IN",2014,14
"Grand Rapids, MI",2014,72
"Indianapolis, IN",2014,207
"Lansing, MI",2014,47
"Milwaukee, WI",2014,84
"Peoria, IL",2014,65
"Rockford, IL",2014,60
"South Bend, IN",2014,85
"Toledo, OH",2014,80
"Youngstown, OH",2014,65
W.N. Central,2014,606
"Des Moines, IA",2014,63
"Duluth, MN",2014,26
"Kansas City, KS",2014,33
"Kansas City, MO",2014,94
"Lincoln, NC",2014,50
"Minneapolis, MN",2014,57
"Omaha, NE",2014,89
"St. Louis, MO",2014,58
"St. Paul, MN",2014,40
"Wichita, KS",2014,96
S. Atlantic,2014,1173
"Atlanta, GA",2014,134
"Baltimore, MD",2014,185
"Charlotte, NC",2014,172
"Jacksonville, FL",2014,142
"Miami, FL",2014,64
"Norfolk, VA",2014,51
"Richmond, VA",2014,60
"Savannah, GA",2014,55
"St. Petersburg, FL",2014,59
"Tampa, FL",2014,136
"Washington, D.C.",2014,104
"Wilmington, DE",2014,11
E.S. Central,2014,1028
"Birmingham, AL",2014,171
"Chattanooga, TN",2014,101
"Knoxville, TN",2014,148
"Lexington, KY",2014,65
"Memphis, TN",2014,241
"Mobile, AL",2014,83
"Montgomery, AL",2014,49
"Nashville, TN",2014,170
W.S. Central,2014,1325
"Austin, TX",2014,95
"Baton Rouge, LA",2014,96
"Corpus Christi, TX",2014,41
"Dallas, TX",2014,196
"El Paso, TX",2014,69
"Fort Worth, TX",2014,
"Houston, TX",2014,352
"Little Rock, AR",2014,111
"New Orleans, LA",2014,62
"San Antonio, TX",2014,137
"Shreveport, LA",2014,85
"Tulsa, OK",2014,81
Mountain,2014,1226
"Albuquerque, NM",2014,128
"Boise, ID",2014,51
"Colorado Springs, CO",2014,81
"Denver, CO",2014,71
"Las Vegas, NV",2014,287
"Ogden, UT",2014,37
"Phoenix, AZ",2014,208
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,151
"Tucson, AZ",2014,183
Pacific,2014,1798
"Berkeley, CA",2014,14
"Fresno, CA",2014,134
"Glendale, CA",2014,39
"Honolulu, HI",2014,93
"Long Beach, CA",2014,48
"Los Angeles, CA",2014,249
"Pasadena, CA",2014,29
"Portland, OR",2014,125
"Sacramento, CA",2014,222
"San Diego, CA",2014,189
"San Francisco, CA",2014,115
"San Jose, CA",2014,206
"Santa Cruz, CA",2014,30
"Seattle, WA",2014,117
"Spokane, WA",2014,75
"Tacoma, WA",2014,113
Totalå¦,2014,11591
New England,2014,533
"Boston, MA",2014,160
"Bridgeport, CT",2014,22
"Cambridge, MA",2014,18
"Fall River, MA",2014,31
"Hartford, CT",2014,59
"Lowell, MA",2014,22
"Lynn, MA",2014,9
"New Bedford, MA",2014,23
"New Haven, CT",2014,42
"Providence, RI",2014,
"Somerville, MA",2014,5
"Springfield, MA",2014,33
"Waterbury, CT",2014,40
"Worcester, MA",2014,69
Mid. Atlantic,2014,1766
"Albany, NY",2014,45
"Allentown, PA",2014,22
"Buffalo, NY",2014,89
"Camden, NJ",2014,29
"Elizabeth, NJ",2014,21
"Erie, PA",2014,46
"Jersey City, NJ",2014,19
"New York City, NY",2014,1051
"Newark, NJ",2014,36
"Paterson, NJ",2014,22
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,45
"Reading, PA",2014,22
"Rochester, NY",2014,150
"Schenectady, NY",2014,17
"Scranton, PA",2014,40
"Syracuse, NY",2014,65
"Trenton, NJ",2014,19
"Utica, NY",2014,11
"Yonkers, NY",2014,17
E.N. Central,2014,1918
"Akron, OH",2014,62
"Canton, OH",2014,32
"Chicago, IL",2014,284
"Cincinnati, OH",2014,82
"Cleveland, OH",2014,240
"Columbus, OH",2014,217
"Dayton, OH",2014,128
"Detroit, MI",2014,
"Evansville, IN",2014,38
"Fort Wayne, IN",2014,77
"Gary, IN",2014,4
"Grand Rapids, MI",2014,54
"Indianapolis, IN",2014,203
"Lansing, MI",2014,54
"Milwaukee, WI",2014,97
"Peoria, IL",2014,47
"Rockford, IL",2014,53
"South Bend, IN",2014,69
"Toledo, OH",2014,102
"Youngstown, OH",2014,75
W.N. Central,2014,679
"Des Moines, IA",2014,74
"Duluth, MN",2014,32
"Kansas City, KS",2014,33
"Kansas City, MO",2014,110
"Lincoln, NC",2014,42
"Minneapolis, MN",2014,70
"Omaha, NE",2014,81
"St. Louis, MO",2014,84
"St. Paul, MN",2014,67
"Wichita, KS",2014,86
S. Atlantic,2014,1121
"Atlanta, GA",2014,126
"Baltimore, MD",2014,134
"Charlotte, NC",2014,148
"Jacksonville, FL",2014,164
"Miami, FL",2014,65
"Norfolk, VA",2014,72
"Richmond, VA",2014,64
"Savannah, GA",2014,44
"St. Petersburg, FL",2014,63
"Tampa, FL",2014,117
"Washington, D.C.",2014,111
"Wilmington, DE",2014,13
E.S. Central,2014,928
"Birmingham, AL",2014,173
"Chattanooga, TN",2014,102
"Knoxville, TN",2014,76
"Lexington, KY",2014,78
"Memphis, TN",2014,192
"Mobile, AL",2014,79
"Montgomery, AL",2014,49
"Nashville, TN",2014,179
W.S. Central,2014,1517
"Austin, TX",2014,83
"Baton Rouge, LA",2014,113
"Corpus Christi, TX",2014,69
"Dallas, TX",2014,219
"El Paso, TX",2014,109
"Fort Worth, TX",2014,
"Houston, TX",2014,418
"Little Rock, AR",2014,72
"New Orleans, LA",2014,37
"San Antonio, TX",2014,287
"Shreveport, LA",2014,53
"Tulsa, OK",2014,57
Mountain,2014,1187
"Albuquerque, NM",2014,117
"Boise, ID",2014,55
"Colorado Springs, CO",2014,84
"Denver, CO",2014,96
"Las Vegas, NV",2014,293
"Ogden, UT",2014,38
"Phoenix, AZ",2014,184
"Pueblo, CO",2014,27
"Salt Lake City, UT",2014,129
"Tucson, AZ",2014,164
Pacific,2014,1648
"Berkeley, CA",2014,15
"Fresno, CA",2014,138
"Glendale, CA",2014,25
"Honolulu, HI",2014,83
"Long Beach, CA",2014,43
"Los Angeles, CA",2014,231
"Pasadena, CA",2014,19
"Portland, OR",2014,103
"Sacramento, CA",2014,215
"San Diego, CA",2014,150
"San Francisco, CA",2014,96
"San Jose, CA",2014,201
"Santa Cruz, CA",2014,35
"Seattle, WA",2014,112
"Spokane, WA",2014,67
"Tacoma, WA",2014,115
Totalå¦,2014,11297
New England,2014,557
"Boston, MA",2014,132
"Bridgeport, CT",2014,29
"Cambridge, MA",2014,14
"Fall River, MA",2014,25
"Hartford, CT",2014,39
"Lowell, MA",2014,24
"Lynn, MA",2014,9
"New Bedford, MA",2014,19
"New Haven, CT",2014,45
"Providence, RI",2014,65
"Somerville, MA",2014,4
"Springfield, MA",2014,42
"Waterbury, CT",2014,34
"Worcester, MA",2014,76
Mid. Atlantic,2014,1798
"Albany, NY",2014,35
"Allentown, PA",2014,31
"Buffalo, NY",2014,87
"Camden, NJ",2014,43
"Elizabeth, NJ",2014,10
"Erie, PA",2014,41
"Jersey City, NJ",2014,13
"New York City, NY",2014,1054
"Newark, NJ",2014,53
"Paterson, NJ",2014,28
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,39
"Reading, PA",2014,33
"Rochester, NY",2014,147
"Schenectady, NY",2014,27
"Scranton, PA",2014,34
"Syracuse, NY",2014,69
"Trenton, NJ",2014,19
"Utica, NY",2014,17
"Yonkers, NY",2014,18
E.N. Central,2014,2051
"Akron, OH",2014,49
"Canton, OH",2014,30
"Chicago, IL",2014,272
"Cincinnati, OH",2014,98
"Cleveland, OH",2014,273
"Columbus, OH",2014,249
"Dayton, OH",2014,128
"Detroit, MI",2014,210
"Evansville, IN",2014,47
"Fort Wayne, IN",2014,73
"Gary, IN",2014,11
"Grand Rapids, MI",2014,45
"Indianapolis, IN",2014,177
"Lansing, MI",2014,46
"Milwaukee, WI",2014,75
"Peoria, IL",2014,43
"Rockford, IL",2014,61
"South Bend, IN",2014,33
"Toledo, OH",2014,80
"Youngstown, OH",2014,51
W.N. Central,2014,755
"Des Moines, IA",2014,58
"Duluth, MN",2014,34
"Kansas City, KS",2014,25
"Kansas City, MO",2014,97
"Lincoln, NC",2014,59
"Minneapolis, MN",2014,58
"Omaha, NE",2014,98
"St. Louis, MO",2014,188
"St. Paul, MN",2014,48
"Wichita, KS",2014,90
S. Atlantic,2014,1102
"Atlanta, GA",2014,100
"Baltimore, MD",2014,162
"Charlotte, NC",2014,115
"Jacksonville, FL",2014,162
"Miami, FL",2014,80
"Norfolk, VA",2014,54
"Richmond, VA",2014,55
"Savannah, GA",2014,65
"St. Petersburg, FL",2014,58
"Tampa, FL",2014,104
"Washington, D.C.",2014,143
"Wilmington, DE",2014,4
E.S. Central,2014,920
"Birmingham, AL",2014,148
"Chattanooga, TN",2014,79
"Knoxville, TN",2014,73
"Lexington, KY",2014,87
"Memphis, TN",2014,213
"Mobile, AL",2014,88
"Montgomery, AL",2014,61
"Nashville, TN",2014,171
W.S. Central,2014,1581
"Austin, TX",2014,88
"Baton Rouge, LA",2014,108
"Corpus Christi, TX",2014,62
"Dallas, TX",2014,237
"El Paso, TX",2014,110
"Fort Worth, TX",2014,
"Houston, TX",2014,439
"Little Rock, AR",2014,40
"New Orleans, LA",2014,40
"San Antonio, TX",2014,306
"Shreveport, LA",2014,85
"Tulsa, OK",2014,66
Mountain,2014,1178
"Albuquerque, NM",2014,126
"Boise, ID",2014,58
"Colorado Springs, CO",2014,85
"Denver, CO",2014,93
"Las Vegas, NV",2014,272
"Ogden, UT",2014,38
"Phoenix, AZ",2014,141
"Pueblo, CO",2014,39
"Salt Lake City, UT",2014,146
"Tucson, AZ",2014,180
Pacific,2014,1684
"Berkeley, CA",2014,9
"Fresno, CA",2014,127
"Glendale, CA",2014,20
"Honolulu, HI",2014,94
"Long Beach, CA",2014,55
"Los Angeles, CA",2014,241
"Pasadena, CA",2014,33
"Portland, OR",2014,118
"Sacramento, CA",2014,207
"San Diego, CA",2014,149
"San Francisco, CA",2014,109
"San Jose, CA",2014,196
"Santa Cruz, CA",2014,30
"Seattle, WA",2014,112
"Spokane, WA",2014,64
"Tacoma, WA",2014,120
Totalå¦,2014,11626
New England,2014,530
"Boston, MA",2014,126
"Bridgeport, CT",2014,36
"Cambridge, MA",2014,14
"Fall River, MA",2014,23
"Hartford, CT",2014,42
"Lowell, MA",2014,18
"Lynn, MA",2014,11
"New Bedford, MA",2014,22
"New Haven, CT",2014,31
"Providence, RI",2014,68
"Somerville, MA",2014,7
"Springfield, MA",2014,34
"Waterbury, CT",2014,38
"Worcester, MA",2014,60
Mid. Atlantic,2014,1721
"Albany, NY",2014,52
"Allentown, PA",2014,35
"Buffalo, NY",2014,101
"Camden, NJ",2014,9
"Elizabeth, NJ",2014,13
"Erie, PA",2014,37
"Jersey City, NJ",2014,13
"New York City, NY",2014,1023
"Newark, NJ",2014,36
"Paterson, NJ",2014,16
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,43
"Reading, PA",2014,34
"Rochester, NY",2014,147
"Schenectady, NY",2014,15
"Scranton, PA",2014,36
"Syracuse, NY",2014,61
"Trenton, NJ",2014,23
"Utica, NY",2014,10
"Yonkers, NY",2014,17
E.N. Central,2014,2159
"Akron, OH",2014,47
"Canton, OH",2014,37
"Chicago, IL",2014,270
"Cincinnati, OH",2014,76
"Cleveland, OH",2014,241
"Columbus, OH",2014,243
"Dayton, OH",2014,179
"Detroit, MI",2014,246
"Evansville, IN",2014,53
"Fort Wayne, IN",2014,72
"Gary, IN",2014,15
"Grand Rapids, MI",2014,71
"Indianapolis, IN",2014,183
"Lansing, MI",2014,54
"Milwaukee, WI",2014,81
"Peoria, IL",2014,51
"Rockford, IL",2014,56
"South Bend, IN",2014,40
"Toledo, OH",2014,80
"Youngstown, OH",2014,64
W.N. Central,2014,640
"Des Moines, IA",2014,18
"Duluth, MN",2014,40
"Kansas City, KS",2014,25
"Kansas City, MO",2014,139
"Lincoln, NC",2014,34
"Minneapolis, MN",2014,80
"Omaha, NE",2014,90
"St. Louis, MO",2014,72
"St. Paul, MN",2014,49
"Wichita, KS",2014,93
S. Atlantic,2014,1076
"Atlanta, GA",2014,122
"Baltimore, MD",2014,176
"Charlotte, NC",2014,129
"Jacksonville, FL",2014,150
"Miami, FL",2014,90
"Norfolk, VA",2014,29
"Richmond, VA",2014,73
"Savannah, GA",2014,42
"St. Petersburg, FL",2014,62
"Tampa, FL",2014,131
"Washington, D.C.",2014,57
"Wilmington, DE",2014,15
E.S. Central,2014,950
"Birmingham, AL",2014,179
"Chattanooga, TN",2014,96
"Knoxville, TN",2014,94
"Lexington, KY",2014,99
"Memphis, TN",2014,124
"Mobile, AL",2014,113
"Montgomery, AL",2014,54
"Nashville, TN",2014,191
W.S. Central,2014,1330
"Austin, TX",2014,81
"Baton Rouge, LA",2014,98
"Corpus Christi, TX",2014,81
"Dallas, TX",2014,182
"El Paso, TX",2014,74
"Fort Worth, TX",2014,
"Houston, TX",2014,279
"Little Rock, AR",2014,70
"New Orleans, LA",2014,70
"San Antonio, TX",2014,268
"Shreveport, LA",2014,88
"Tulsa, OK",2014,39
Mountain,2014,1185
"Albuquerque, NM",2014,127
"Boise, ID",2014,73
"Colorado Springs, CO",2014,68
"Denver, CO",2014,77
"Las Vegas, NV",2014,258
"Ogden, UT",2014,30
"Phoenix, AZ",2014,174
"Pueblo, CO",2014,37
"Salt Lake City, UT",2014,140
"Tucson, AZ",2014,201
Pacific,2014,1825
"Berkeley, CA",2014,13
"Fresno, CA",2014,120
"Glendale, CA",2014,24
"Honolulu, HI",2014,94
"Long Beach, CA",2014,62
"Los Angeles, CA",2014,284
"Pasadena, CA",2014,20
"Portland, OR",2014,125
"Sacramento, CA",2014,215
"San Diego, CA",2014,156
"San Francisco, CA",2014,128
"San Jose, CA",2014,234
"Santa Cruz, CA",2014,38
"Seattle, WA",2014,113
"Spokane, WA",2014,81
"Tacoma, WA",2014,118
Totalå¦,2014,11416
New England,2014,563
"Boston, MA",2014,150
"Bridgeport, CT",2014,27
"Cambridge, MA",2014,19
"Fall River, MA",2014,28
"Hartford, CT",2014,66
"Lowell, MA",2014,18
"Lynn, MA",2014,10
"New Bedford, MA",2014,23
"New Haven, CT",2014,27
"Providence, RI",2014,62
"Somerville, MA",2014,2
"Springfield, MA",2014,27
"Waterbury, CT",2014,39
"Worcester, MA",2014,65
Mid. Atlantic,2014,1658
"Albany, NY",2014,60
"Allentown, PA",2014,25
"Buffalo, NY",2014,71
"Camden, NJ",2014,21
"Elizabeth, NJ",2014,24
"Erie, PA",2014,46
"Jersey City, NJ",2014,19
"New York City, NY",2014,972
"Newark, NJ",2014,38
"Paterson, NJ",2014,19
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,26
"Reading, PA",2014,25
"Rochester, NY",2014,127
"Schenectady, NY",2014,12
"Scranton, PA",2014,25
"Syracuse, NY",2014,80
"Trenton, NJ",2014,33
"Utica, NY",2014,21
"Yonkers, NY",2014,14
E.N. Central,2014,1720
"Akron, OH",2014,51
"Canton, OH",2014,40
"Chicago, IL",2014,220
"Cincinnati, OH",2014,63
"Cleveland, OH",2014,243
"Columbus, OH",2014,229
"Dayton, OH",2014,159
"Detroit, MI",2014,
"Evansville, IN",2014,31
"Fort Wayne, IN",2014,72
"Gary, IN",2014,8
"Grand Rapids, MI",2014,68
"Indianapolis, IN",2014,170
"Lansing, MI",2014,53
"Milwaukee, WI",2014,46
"Peoria, IL",2014,42
"Rockford, IL",2014,67
"South Bend, IN",2014,54
"Toledo, OH",2014,104
"Youngstown, OH",2014,
W.N. Central,2014,683
"Des Moines, IA",2014,6
"Duluth, MN",2014,39
"Kansas City, KS",2014,15
"Kansas City, MO",2014,99
"Lincoln, NC",2014,49
"Minneapolis, MN",2014,67
"Omaha, NE",2014,88
"St. Louis, MO",2014,170
"St. Paul, MN",2014,56
"Wichita, KS",2014,94
S. Atlantic,2014,1091
"Atlanta, GA",2014,105
"Baltimore, MD",2014,158
"Charlotte, NC",2014,137
"Jacksonville, FL",2014,181
"Miami, FL",2014,54
"Norfolk, VA",2014,47
"Richmond, VA",2014,51
"Savannah, GA",2014,88
"St. Petersburg, FL",2014,50
"Tampa, FL",2014,108
"Washington, D.C.",2014,104
"Wilmington, DE",2014,8
E.S. Central,2014,1047
"Birmingham, AL",2014,198
"Chattanooga, TN",2014,90
"Knoxville, TN",2014,154
"Lexington, KY",2014,80
"Memphis, TN",2014,222
"Mobile, AL",2014,87
"Montgomery, AL",2014,48
"Nashville, TN",2014,168
W.S. Central,2014,1567
"Austin, TX",2014,104
"Baton Rouge, LA",2014,75
"Corpus Christi, TX",2014,55
"Dallas, TX",2014,223
"El Paso, TX",2014,93
"Fort Worth, TX",2014,
"Houston, TX",2014,480
"Little Rock, AR",2014,105
"New Orleans, LA",2014,44
"San Antonio, TX",2014,250
"Shreveport, LA",2014,94
"Tulsa, OK",2014,44
Mountain,2014,915
"Albuquerque, NM",2014,130
"Boise, ID",2014,63
"Colorado Springs, CO",2014,81
"Denver, CO",2014,75
"Las Vegas, NV",2014,235
"Ogden, UT",2014,40
"Phoenix, AZ",2014,
"Pueblo, CO",2014,46
"Salt Lake City, UT",2014,115
"Tucson, AZ",2014,130
Pacific,2014,1690
"Berkeley, CA",2014,16
"Fresno, CA",2014,135
"Glendale, CA",2014,26
"Honolulu, HI",2014,62
"Long Beach, CA",2014,60
"Los Angeles, CA",2014,220
"Pasadena, CA",2014,21
"Portland, OR",2014,122
"Sacramento, CA",2014,231
"San Diego, CA",2014,146
"San Francisco, CA",2014,106
"San Jose, CA",2014,212
"Santa Cruz, CA",2014,37
"Seattle, WA",2014,126
"Spokane, WA",2014,58
"Tacoma, WA",2014,112
Totalå¦,2014,10934
New England,2014,510
"Boston, MA",2014,135
"Bridgeport, CT",2014,38
"Cambridge, MA",2014,14
"Fall River, MA",2014,33
"Hartford, CT",2014,33
"Lowell, MA",2014,19
"Lynn, MA",2014,6
"New Bedford, MA",2014,27
"New Haven, CT",2014,35
"Providence, RI",2014,56
"Somerville, MA",2014,2
"Springfield, MA",2014,39
"Waterbury, CT",2014,14
"Worcester, MA",2014,59
Mid. Atlantic,2014,1516
"Albany, NY",2014,37
"Allentown, PA",2014,24
"Buffalo, NY",2014,78
"Camden, NJ",2014,33
"Elizabeth, NJ",2014,12
"Erie, PA",2014,57
"Jersey City, NJ",2014,20
"New York City, NY",2014,869
"Newark, NJ",2014,35
"Paterson, NJ",2014,
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,37
"Reading, PA",2014,29
"Rochester, NY",2014,141
"Schenectady, NY",2014,18
"Scranton, PA",2014,29
"Syracuse, NY",2014,56
"Trenton, NJ",2014,9
"Utica, NY",2014,22
"Yonkers, NY",2014,10
E.N. Central,2014,1871
"Akron, OH",2014,38
"Canton, OH",2014,24
"Chicago, IL",2014,223
"Cincinnati, OH",2014,73
"Cleveland, OH",2014,219
"Columbus, OH",2014,143
"Dayton, OH",2014,106
"Detroit, MI",2014,253
"Evansville, IN",2014,64
"Fort Wayne, IN",2014,65
"Gary, IN",2014,12
"Grand Rapids, MI",2014,48
"Indianapolis, IN",2014,185
"Lansing, MI",2014,35
"Milwaukee, WI",2014,93
"Peoria, IL",2014,50
"Rockford, IL",2014,54
"South Bend, IN",2014,39
"Toledo, OH",2014,83
"Youngstown, OH",2014,64
W.N. Central,2014,512
"Des Moines, IA",2014,5
"Duluth, MN",2014,31
"Kansas City, KS",2014,12
"Kansas City, MO",2014,83
"Lincoln, NC",2014,39
"Minneapolis, MN",2014,60
"Omaha, NE",2014,71
"St. Louis, MO",2014,111
"St. Paul, MN",2014,51
"Wichita, KS",2014,49
S. Atlantic,2014,956
"Atlanta, GA",2014,89
"Baltimore, MD",2014,174
"Charlotte, NC",2014,119
"Jacksonville, FL",2014,135
"Miami, FL",2014,60
"Norfolk, VA",2014,45
"Richmond, VA",2014,45
"Savannah, GA",2014,49
"St. Petersburg, FL",2014,61
"Tampa, FL",2014,96
"Washington, D.C.",2014,71
"Wilmington, DE",2014,12
E.S. Central,2014,817
"Birmingham, AL",2014,165
"Chattanooga, TN",2014,64
"Knoxville, TN",2014,67
"Lexington, KY",2014,97
"Memphis, TN",2014,125
"Mobile, AL",2014,106
"Montgomery, AL",2014,57
"Nashville, TN",2014,136
W.S. Central,2014,1421
"Austin, TX",2014,75
"Baton Rouge, LA",2014,107
"Corpus Christi, TX",2014,54
"Dallas, TX",2014,222
"El Paso, TX",2014,78
"Fort Worth, TX",2014,
"Houston, TX",2014,402
"Little Rock, AR",2014,96
"New Orleans, LA",2014,81
"San Antonio, TX",2014,228
"Shreveport, LA",2014,65
"Tulsa, OK",2014,13
Mountain,2014,1168
"Albuquerque, NM",2014,117
"Boise, ID",2014,59
"Colorado Springs, CO",2014,71
"Denver, CO",2014,91
"Las Vegas, NV",2014,347
"Ogden, UT",2014,37
"Phoenix, AZ",2014,154
"Pueblo, CO",2014,28
"Salt Lake City, UT",2014,107
"Tucson, AZ",2014,157
Pacific,2014,1510
"Berkeley, CA",2014,13
"Fresno, CA",2014,131
"Glendale, CA",2014,33
"Honolulu, HI",2014,79
"Long Beach, CA",2014,56
"Los Angeles, CA",2014,204
